,V,A,D,text
1354,0.5,0.4375,0.5625,"Antie will therefore have a polarization function that will return a compass direction toward which it should orient in order to return home to the nest, and a distance function that will return the shortest direct distance."
1355,0.55,0.4,0.44999999999999996,"We may assume that this first function will return a direction in degrees, positive or negative, and that the second function will return a distance in centimeters."
1356,0.5,0.44999999999999996,0.44999999999999996,"Queens and drones will not be considered in this proposal, as their behaviors and design is much more specialized and would be applicable only during the breeding season, which occurs but once per year."
1357,0.5,0.5,0.5,The first function might look something like this:
1358,0.55,0.5,0.55,"In-nest navigation will be a function of the temperature, read by Antie’s thermometer and a light source."
1359,0.5,0.4,0.44999999999999996,"To exit, Antie will seek a high temperature until the photoreceptor reaches a threshold of stimulation indicating sunlight, and to get deeper, Antie will seek a lower temperature."
1360,0.5,0.5,0.5,The code may look something like this:
1361,0.5,0.44999999999999996,0.5,"The behaviors of the sterile workers may be divided into several subcategories: brood care, nest maintenance, patrolling and foraging."
1362,0.5,0.4,0.6,"This void function will be called nestEnter(), and will take in no inputs."
1363,0.4575,0.4175,0.5,"To avoid bumping into things (including other ants), Antie be provided with an escape function."
1364,0.5,0.4,0.55,"Each of Antie’s eight bump sensors will cause the robot to rotate a different amount, and the sonar will cause it to rotate 90 degrees in the opposite direction."
1365,0.5,0.5,0.5,"Regardless, this will be a very simple function."
1366,0.5,0.5,0.6,I will include one example:
1367,0.5,0.5,0.5,"Little is known about brood care, as this occurs only in the deepest regions of the nest and observation would generally require the destruction of the nest."
1368,0.5,0.4175,0.5,"Because this function responds to the sensors on Antie’s around the sides and only its sonar detectors will be able to detect objects in front of it, this escape function will not prevent Antie from being able to locate and pick up objects such as seeds."
1369,0.5,0.5,0.5,"Before picking objects up, however, Antie will need to identify them."
1370,0.55,0.55,0.6,This object detection process will be activated when the front bump sensor is stimulated or when both sonar detectors are stimulated.
1371,0.55,0.44999999999999996,0.5,Chemical inputs will be checked to see what this object is most likely to be given its smell.
1372,0.5,0.125,0.5,The code may look something like this:
1373,0.5,0.5,0.5625,"Nest maintenance and seed processing are likewise difficult to observe in the deeper regions of the nest, but the sorting and deposition of waste dirt and nest garbage outside of the nest (midden work) occurs close enough to the surface to be observable."
1374,0.5,0.44999999999999996,0.55,"Once the object has been identified, Antie may grip it and lift it."
1375,0.5,0.30000000000000004,0.4,A void function release() will perform this same action in reverse.
1376,0.5,0.4,0.5,"Implementations of chemical gradient following robots using two sensors on “antennae” stalks has been successful in with analog robots in the past (Webb, 1998), regardless of the potential problem of airflow causing a disturbed gradient over evaporating pheromones."
1377,0.5,0.5,0.5,"As a partial control for the problem of imprecise sensing, a function will perform an analysis of the array information coming on from Antie’s four sensors on each stalk."
1378,0.5,0.4175,0.5,The differences between these outputs is what is being compared everywhere there is a “left_IP” or “right_IP.”
1379,0.5,0.5,0.5,"Antie will use the chemical gradient algorithm of Braitenberg’s aggressive type 2 vehicle described in his book “Vehicles: Experiments in Synthetic Psychology,” as this was found through a series of experiments by Russell, et al (2003) to be very efficient when compared to several biomimetic models."
1380,0.5,0.44999999999999996,0.5,"Because the same general algorithm will be followed for the localization of all three chemical traces, I will provide pseudocode for only one generic subroutine."
1381,0.5,0.4175,0.4175,"Patrolling and foraging, too, occur for the most part outside of the nest, and have therefore been studied extensively (ex., Schafer, et al, 2006; Gordon, et al, 2002; Gordon, 2002; Gordon, 1987)."
1382,0.44999999999999996,0.44999999999999996,0.44999999999999996,"Unfortunately, as of yet, no robot has managed to fool a human for more than a few seconds, and no robot has been created that can integrate itself into human society."
1383,0.5425,0.4575,0.5,Proposal for a Red Harvester Ant Robot: Colony Infiltration and Task Switching
1384,0.5,0.4,0.5,"For the purposes of calls later in the pseudocode, I will refer to these subroutines as trailFollow(), findFood(), and findMidden()."
1385,0.44999999999999996,0.5,0.55,All three are void and take no inputs.
1386,0.5,0.4,0.4,The final common subroutine will be one for the identification of other ants.
1387,0.5,0.375,0.5,"As harvester ants tend not to engage aggressively with non-nestmates, Antie will only identify other ants as ants if they belong to its nest."
1388,0.5,0.5,0.5,Antie will attempt to determine the tasks of other ants by sensing only the n-alkene levels.
1389,0.5,0.35,0.44999999999999996,The code will be similar to the object identification subroutine and may look something like this:
1390,0.5,0.44999999999999996,0.5,"Using these basic common behaviors, more complex behaviors may be coded."
1391,0.5,0.44999999999999996,0.55,"Red harvester ants do not retain one task throughout their lifespan, but instead change their behaviors as is appropriate for the colony (Gordon, 1996)."
1392,0.55,0.44999999999999996,0.5,"Research has shown that red harvester ants switch tasks partially as a function of age (ex., Ingram, et al, 2005) and partially as a function of interactions with other workers (ex., Schafer et al, 2006; Gordon, 2002; Greene & Gordon, 2007)."
1393,0.6,0.6,0.6,"As a result, I will model the three main behaviors in the order that they are to be engaged in."
1394,0.55,0.55,0.55,"Midden work, which consists of moving dirt between the inside of the nest and the outside, will occur first; patrolling, which involves a shorter overall amount of time spent outside, will occur second; and foraging will be the final behavior."
1395,0.5,0.44999999999999996,0.6,"Finally, I will discuss a main method encoding the task switching between these behaviors."
1396,0.55,0.55,0.55,The midden work behavior will be Antie’s default initial behavior.
1397,0.44999999999999996,0.55,0.55,"As previously stated, a midden worker must identify midden, grasp it, and carry it to the surface, depositing it halfway down the mound before returning to collect more midden."
1398,0.5,0.4175,0.4175,A program encoding this behavior might look like this:
1399,0.5,0.5,0.5,"These three behaviors each present different puzzles to the ant and to the modeler, though there is some overlap, particularly with navigational problems."
1400,0.5,0.4,0.55,"The second behavior, patrolling, involves two sub-behaviors: nest patrolling and trail patrolling."
1401,0.5,0.375,0.375,"Nest patrolling will involve leaving the nest, roaming around on the nest mound for a few minutes, and reentering the nest."
1402,0.5,0.5,0.5625,"This behavior will be implemented in two parts, with a task-switching algorithm based on age."
1403,0.5,0.5,0.5,"Research shows that ants do change their behaviors based partly on their perceived life expectancy (Moron, et al, 2007), and that task-switching is partly genetically controlled by a switch in gene expression as the individual ages (Ingram, et al, 2005)."
1404,0.5,0.5,0.5,It is therefore reasonable to assign a constant age at which Antie will switch from nest patrolling to trail patrolling.
1405,0.5,0.5,0.5,"In order to perform both of these functions, Antie will need a subroutine to explore in a zig-zag fashion, as harvester ants do (Gordon, 34)."
1406,0.5,0.4,0.5,"Harvester ants display a preference to wander in familiar territory, though foragers and patrollers do sometimes wander into other nests’ territories (Gordon, 57-60)."
1407,0.5,0.5,0.5,"This model is reasonable because patrollers and foragers change their explored territory from day to day, even though they do retain some more commonly chosen paths (Gordon, 45)."
1408,0.5,0.5,0.5,The code may look something like this:
1409,0.5,0.5,0.5,"Patrolling may be divided into two distinct sub-behaviors, nest patrolling and trail patrolling."
1410,0.5,0.44999999999999996,0.5,Nest patrollers will only call this behavior for a short distance before returning to the nest to idle for a few minutes and exit again.
1411,0.5,0.5,0.55,"Trail patrollers will go much further, until food sources are found, and will then orient towards the nest and create trails for the foragers to follow."
1412,0.5,0.5,0.5,"An ant engaged in nest patrolling must exit the nest at the proper time in the morning and wander about for a bit on the nest mound, presumably taking measurements of the temperature and humidity in some way and making sure that it is safe for the other ants to exit."
1413,0.5,0.5,0.5,A general site of food is all that the patroller need find; the foragers will dig through the sand for the food.
1414,0.5,0.30000000000000004,0.5,Code for the patrolling behavior might look like this (note that part is on a schema basis):
1415,0.44999999999999996,0.5,0.5,The integers nestpatrol_age and trailpatrol_age will represent the ages at which it is appropriate to switch to these tasks.
1416,0.5,0.5,0.5,"Perhaps the level of degradation of the nest patrollers’ cuticular hydrocarbons after this short foray into the sun and heat acts as an indication of the outside conditions to the foragers, who may then, upon smelling the returning patroller, be stimulated either to forage or to remain inactive inside the nest."
1417,0.5,0.4375,0.5625,"The final behavior, foraging, will involve one extra subroutine that will employ an algorithm designed by R."
1418,0.5,0.35,0.5,Andrew Russell to localize an object through sand based on a chemical plume.
1419,0.5,0.5,0.5,"This will emulate the digging that foragers must often do in order to locate seeds, and will enable Antie to accurately retrieve seeds for its host nest."
1420,0.5,0.5,0.5,This algorithm will keep track of the last two intensities of the desired chemical input and compare them.
1421,0.5,0.5,0.5,It would also keep track of whether the last rotation was clockwise or counter-clockwise.
1422,0.5,0.5,0.5,"The code for this, adapted from Russell’s paper, might look like this:"
1423,0.5,0.55,0.55,"Foragers will follow trails marked by patrollers to their conclusion before collecting food to bring back to the nest, even if more tantalizing food presents itself in their path (Gordon, 47)."
1424,0.5,0.44999999999999996,0.44999999999999996,"To address this, a strict subsumption hierarchy will make sure that the foragers do not stop to collect food too soon."
1425,0.5,0.4,0.55,The code might look like this:
1426,0.5,0.55,0.5,"An ant engaged in trail patrolling must exit the nest, wander around searching for food sources, identify food upon discovery and return to the nest to show the foragers where the food is."
1427,0.5,0.44999999999999996,0.5,"Of course, what makes Antie an innovative robot is the task-switching between these larger behaviors."
1428,0.5,0.5,0.5,"Because the midden work behavior is Antie’s initial default behavior, I will not address task switching to midden work."
1429,0.5,0.44999999999999996,0.44999999999999996,"Workers probably switch to patrolling based on their perceived life expectancy and as a function of a gene whose expression changes between young and old ants, and this is easily emulated using a clock pulse counter in Antie’s CPU that will count its “age” since last boot."
1430,0.5,0.5,0.55,"To remind the reader, this technique was implemented earlier in this proposal to create the limited task-switching between nest patrolling and trail patrolling."
1431,0.44999999999999996,0.4,0.5,"Infiltrating insect societies, however, is much simpler."
1432,0.5,0.5,0.5,"This is thought to be accomplished by the deposition of chemical markers from a gland on the abdomen that the patroller drags along the ground on her return route to the nest that the foragers may then follow (Gordon, 33-34; Holldobler et al, 1990, as cited in Webb, 1998)."
1433,0.5,0.4175,0.4175,"According to Schafer’s, et al. model of forager activation, every time a successful forager returns and no foragers are currently in line to exit, a fraction (modeled at 0.0035) of inactive foragers joins the queue."
1434,0.4175,0.5,0.5,"For the purposes of modeling Antie, I will assume that the switches between these behaviors are permanent, irreversible and partly a function of age, with new foragers being activated by returning successful foragers."
1435,0.5625,0.5625,0.625,The code to model this task-switching might look something like this:
1436,0.5,0.5,0.5,Conclusion
1437,0.55,0.6,0.5,"Antie will be a fully autonomous, situated and embodied agent, infiltrating a red harvester ant colony and providing valuable information not only about the hypothesized rules of these ants’ behaviors and their task-switching thresholds, but also about the combination of complex behaviors into a single autonomous system with the ability to switch between behaviors as necessary."
1438,0.5,0.55,0.55,"In addition to following these trails to the food, foragers must also be able to identify food, grasp it and carry it back to the nest."
1439,0.5,0.5,0.55,"Biomimetic robots have long been a rich source of information for both biologists and robotics engineers, and complex robots that can switch tasks as the situation demands and communicate information about current tasks could be useful for further studies of complex robot behaviors as well as for the obvious practical applications of robot swarms, such as on the battlefield and standard building maintenance."
1440,0.5,0.5,0.5,"Ants engaged in all three behaviors must be able to identify other nestmates and their current tasks (as well as indicate to other ants their own nestmate status and current task), walk, navigate both within and outside of the nest, and of course switch tasks at appropriate times."
1441,0.55,0.44999999999999996,0.55,"Extensive research has been done on the interactions of social insects such as honeybees, ants and cockroaches, and in fact robots have passed undetected in cockroach society performing single simple behaviors already (Halloy et al, 2007)."
1442,0.5,0.5,0.5,The Agent
1443,0.5,0.5,0.5,Chassis
1444,0.6,0.6,0.6,Antie will be implemented on a tiny Road Warrior robotic system.
1445,0.5,0.44999999999999996,0.5,"Behaviors will be coded in Interactive C, for which some pseudocode is included."
1446,0.5,0.5,0.55,"Sensors will include a thermometer, photoreceptors, bump sensors, a polarization compass, and a series of chemical receptors."
1447,0.5,0.44999999999999996,0.55,"Antie be a circular robot, no more than 1cm in diameter (the length of a red harvester ant), with two driving wheels and one rear wheel for stabilization."
1448,0.5,0.5,0.625,A gripper will be located on the front of the robot consisting of two elongated tongs.
1449,0.55,0.55,0.55,"Antie will also feature a skirt of bump sensors, sonar detectors and chemical emitters, including sacs of hydrocarbons extracted from ants of the nest being infiltrated and pheromones for successful patrolling and foraging."
1450,0.5,0.5,0.5,These sacs will be refilled at a filling station each morning as Antie determines that they are getting depleted.
1451,0.55,0.55,0.55,Antie will likewise recharge at a special station at night just inside the nest entrance.
1452,0.5,0.30000000000000004,0.55,"For the purposes of this proposal, I will assume that Antie has enough battery life to remain powered the whole day."
1453,0.5,0.5,0.6,A rudimentary blueprint of Antie is attached.
1454,0.5,0.5,0.5,Sensors
1455,0.5,0.5,0.5,"In order to inform itself about its environment, Antie will need a number of sensors."
1456,0.5,0.375,0.5,"In an attempt to mimic the red harvester ant as closely as possible, these sensors include a thermometer, photoreceptors, bump sensors and sonar, a polarization compass, and a series of chemical receptors on a pair of stalks corresponding to the antennae."
1457,0.5,0.5,0.5,"On its front grippers, Antie will have a tactile skin to sense pressure."
1458,0.5,0.44999999999999996,0.44999999999999996,The locations of the rest of these sensors will depend on their function.
1459,0.5,0.5,0.6,"The thermometer will be located on the rear of the robot to keep it out of the way, and will detect and input to the robot the outside temperature in degrees Celsius."
1460,0.5,0.4375,0.5625,"Harvester ants do not exit the nest when the outside temperature is above 52 degrees Celsius (Gordon, 9), and the ability to use a temperature gradient will enable in-nest navigation."
1461,0.5,0.4575,0.5425,Antie will also be equipped with one photoreceptor located in the middle of the top of its chassis corresponding to the ant’s eyes.
1462,0.5,0.5,0.5,"These will be useful for initiating patrolling behavior in the morning and shutting off behaviors at night: the patrollers first poke their heads out of the nest shortly after sunrise and scuttle back in at night (Gordon, 5)."
1463,0.5,0.5,0.5,"No robot has yet been constructed, however, that could pass undetected within a colony of the red harvester ants species Pogonomyrmex barbatus; nor has a robot managed to pass undetected in a society of insects while combining in its design several different behaviors and the thresholds of stimulation required to switch between them."
1464,0.5,0.5,0.5,The bump sensors and sonar will form a skirt around Antie to keep it from colliding with other objects.
1465,0.44999999999999996,0.5,0.5,"The sonar will correspond to the ant’s limited optical object detection ability, and the bump sensors will allow the robot to detect collisions."
1466,0.5,0.5,0.5,"The polarization compass will consist of two polarized light sensors placed at 45 and -45 degrees from the center front of Antie, respectively, that will orient Antie towards a desired polarization pattern."
1467,0.44999999999999996,0.5,0.55,"These sensors would correspond to the cells in the ants’ eyes sensitive to polarized light, and research has shown that many insects, including ants, do navigate using a path integration system synthesizing input from a polarization compasses and from a sort of odometer (Labhart, et al, 2002)."
1468,0.5,0.4175,0.5,"Antie would use a system for processing the input from its polarization compass based on the compass designed by Lambrinos, Moller, Labhart, Pfeifer and Wehner in 2000, consisting of two photodiodes with blue filters and polarizers."
1469,0.5,0.375,0.5,"The difference of their logarithmized signals would be returned to Antie, who will use a simultaneous model to navigate returns to the nest: Upon each exit from the nest, Antie will take a single 360o scan of the sky, and will orient itself according to an analytical procedure to derive compass information from different polarization patterns perceived later."
1470,0.5,0.44999999999999996,0.5,"This should be sufficient to return Antie to the nest, given the accuracy achieved by Lambrinos, et al and the relatively short periods of time that harvester ants spend outside the nest before returning."
1471,0.5,0.30000000000000004,0.55,"However, it reflects on a greater level both the desire of many Mayans to assimilate, as they still feel that is necessary for social mobility, and a belief among the general population that Mayans do not require a separate bill of rights as they are covered under the general rights already in the constitution (Warren 2002: 159, 172)."
1472,0.44999999999999996,0.6,0.55,Illiteracy rates are in fact correlated with the Mayan language itself: those who speak Spanish are more likely to be literate than those who speak Mayan alone (England 2003: 733).
1473,0.5,0.5,0.5,"Therefore when considering the indigenous revitalization movements which began in 20th century Latin America, the impact of those indigenous languages on those movements and the nature of the identity of the peoples themselves is key."
1474,0.5,0.5,0.5,This question of identity as defined by language manifests differently in Guatemala and Colombia.
1475,0.5,0.5,0.5,"Within the pan-Mayan movement, there remains a desire to maintain linguistic diversity: some view the reduction of their language to the status of ""dialect"" devalues their unique identity and place in the Mayan world; however, despite differences over standardization, the pan-Mayan movement itself is largely cohesive."
1476,0.5,0.44999999999999996,0.44999999999999996,"In contrast, Colombian indigenous groups are divided to the extent that linguistic diversity is not only valued, but serves to split the population, both between groups and within groups themselves."
1477,0.55,0.55,0.55,"An example is the Tukanoans: while considered a single “ethnic group”, they maintain 16 distinct language groups and practice linguistic exogamy, in which members of one language group must marry into another (Jackson 1995: 4)."
1478,0.5,0.55,0.55,Language further works to establish identity by encapsulating a worldview markedly removed from that of the dominant Western culture.
1479,0.44999999999999996,0.5,0.5,"Indigenous cosmology, or “cosmovision”, is difficult to translate into Romanticized languages; it maintains a concept of culture, defined as “the form of behavior resulting from a permanent harmonic relationship with Nature” (Gow and Rappaport 2002: 58) and view of history as cyclic that is often at odds with Western modes of thought."
1480,0.5,0.5,0.5,The differences between Western and native perceptions then lead to conflict within the revitalization movements themselves: the question of embracing Western law and discourse is continually grappled with.
1481,0.5625,0.625,0.5,"Language plays a complex and integral role in the development and redefinition of an identity, particularly when that identity has been oppressed and subsumed by a dominant other for as long as that of the indigenous peoples in Latin America has. In particular I will examine two divergent yet remarkably parallel cases, that of the Maya in Guatemala and the Nasa and Guambiano peoples of Colombia."
1482,0.44999999999999996,0.5,0.5,"Customary law in Colombia contrasts with Western law as it maintains a different perception of casual relationships: tying back to the indigenous concept of harmony, crimes are viewed as imbalances in the community's harmony and can often be traced back to those who did not perpetuate the crime, but may have influenced the accused to do so."
1483,0.55,0.5,0.44999999999999996,Indigenous Revitalization Movements of Latin America: The Rediscovery of Language and Identity
1484,0.44999999999999996,0.5,0.44999999999999996,"When a punishment - often public and corporal in nature - is carried out, the group feels the effects as a whole."
1485,0.4575,0.4175,0.4575,"Shamans often sit with the criminal as he fills his sentence, sharing in their ordeal."
1486,0.5,0.5,0.5,"(Rappaport 2005) Once punishments are completed, the criminal is seen as rehabilitated, having fulfilled his duty to restore harmonic order, and is welcomed back into the community (Gow and Rappaport 2002: 61, Rappaport 2005: 97)."
1487,0.44999999999999996,0.5,0.5,"Translation of law into native languages has proved to be a difficult task, as Western ideas often have no parallel in indigenous cosmovision."
1488,0.5,0.44999999999999996,0.5,"The translation of the Colombian constitution sparked the development of neologisms, as the goal of the translators was not to provide a direct translation of the constitution, but to recapture its spirit in a native, rather than Western discourse (Gow and Rappaport 2002: 58-59)."
1489,0.44999999999999996,0.4,0.55,"This provides a second interpretation of law distinct from that of the Spanish Colombian culture, and in turn an interpretation aligned with native ideology for the cabildos to follow when governing (Rappaport 2005: 93, 236)."
1490,0.44999999999999996,0.4,0.55,"Workshops and advocacy groups regularly work to translate native histories back into native forms of knowledge, distancing them from the Western influences that have invaded over the past six centuries."
1491,0.44999999999999996,0.4,0.44999999999999996,The Guambiano history project charts native history as the outward spiraling events which are both cyclic and parallel in nature; Mayan historians translate and document oral histories whose legacy is in danger of being forgotten (Rappaport 2005: 165).
1492,0.5,0.35,0.5,This attempt to regain identity via translation is indicative of the intimate relationship between indigenous revitalization within a modern context and native language use.
1493,0.4,0.5,0.5,"Difficulties arise, however, as conflicts between the traditional and modern and native languages and Spanish develop."
1494,0.5,0.5,0.625,"In addition, there exists a complex relationship between what are perceived as different levels of indigenous identity; the Nasa, for example, divide themselves into the traditional, modern, and new."
1495,0.5,0.4,0.55,"The authenticity of the modern Nasa, who are often metropolitan Spanish speakers attempting to reconnect with their roots, is brought into question by the traditional, who speak Nasa Yuwe and lead a rural existence(Rappaport 2005)."
1496,0.5,0.5,0.5,"In Guatemala the fact remains that Spanish is the gateway to social mobility; years of conflict and refugee status have established the desire to leave a rural way of life for an updated urban one, and those literate in Spanish have the tools to do so."
1497,0.44999999999999996,0.5,0.55,"A further complication is the necessity of establishing authentic “Indianness”, both in the eyes of fellow indigenous peoples and the outside Spanish culture."
1498,0.44999999999999996,0.5,0.5,"The ONIC of Colombia lacks legitimacy precisely because it is perceived as not “Indian enough”; it embraces the use of Spanish and Western discourse, leading to distrust among indigenous peoples (Jackson 2002: 85)."
1499,0.5,0.5,0.5,"Their struggle to attain status in societies still bearing the marks of Spanish colonialism is deeply tied to their struggle to reaffirm the nature of their “indigenous identity”, and is in turn linked to the interaction of Spanish and their native languages."
1500,0.5,0.5,0.5,"Politicians make a point of appearing in their native dress and speaking in their native language in assembly, even if they are more at home in a business suit and speaking Spanish; indigenous identity has become a calling card to the extent that at times it appears to be a caricature of itself."
1501,0.5,0.5,0.5,The Colombian constitution is problematic in that it provides little guide as to what exactly forms an indigenous group; the concept of culture is so complex and divergent that establishing self-determination in the eyes of the Colombian government requires emphasizing differences.
1502,0.5,0.44999999999999996,0.44999999999999996,"Efforts towards development, then, cannot endanger traditional culture and values, for fear of losing cultural legitimacy (Jackson 1995: 5)."
1503,0.5,0.44999999999999996,0.44999999999999996,"There develops a duality in native culture; for example, many Nasa children receive instruction in Nasa Yuwe yet converse in Spanish outside the classroom."
1504,0.5,0.5,0.5,"An emphasis on preserving, rather than practicing, native culture arises: indigenous authenticity is maintained by sustaining knowledge of traditional practices and beliefs without fully embracing them on a day-to-day basis (Gow and Rappaport 2002: 66-67)."
1505,0.5,0.44999999999999996,0.55,This intersection of language and indigenous identity poses challenges which have yet to be fully addressed.
1506,0.44999999999999996,0.55,0.55,"In Guatemala, they are largely comprised of the conflict between poverty and progress; the pan-Mayan movement must meet the dual trials of establishing a positive identity within the Mayan population itself and legitimacy in the legal and political arenas in order to gain policy reforms and codified rights in law."
1507,0.5,0.5,0.5,"In Colombia, legal successes have often come about due to the Colombian government's recognition of the political viability of the rhetoric of indigenous rights; by granting indigenous peoples judicial sovereignty they hope to win the trust of a people who view the government as incapable of protecting them from the ongoing civil strife, and by giving them blocks of land they hope that the indigenous community will be able to keep out drug traffickers and guerrillas where the government itself has not (Jackson 1995: 8)."
1508,0.5,0.5,0.5,"Regardless of the ulterior motives behind their legal status, indigenous peoples in Colombia now possess the rights to teach and govern in their own languages according to their own laws (Jackson 1995: 5)."
1509,0.44999999999999996,0.55,0.5,Conflicts arise due to internal differences and the ever-persist problem of defining indigenous identity and authenticity in a pluralistic linguistic environment.
1510,0.5,0.44999999999999996,0.44999999999999996,Works Cited
1511,0.44999999999999996,0.5,0.55,The effects of Spanish colonialism are both far-reaching and deeply embedded in both countries.
1512,0.44999999999999996,0.6,0.5,"This was in turn replaced by the repartimento; the natives were allowed to maintain control over their land and their laws but remained in every way the inferior of the Spanish, providing labor and taxes as demanded."
1513,0.5,0.5,0.5625,"Humans, in the process of defining themselves, look to immediately recognizable factors in order to differentiate themselves from others."
1514,0.4,0.55,0.5,"In reality land ownership rights were the exclusive right of the Spanish, resulting in modern-day malappropriation of land ownership in the hands of the descendants of the Spanish colonialists (Warren 1978, 7-8). Indigenous peoples are commonly sharecroppers or migrant workers."
1515,0.5,0.375,0.375,The impoverished plight of the native populations was first recognized by the Marxist movements of the early 20th century.
1516,0.5,0.44999999999999996,0.55,"Those were the first to articulate the necessity of affirming the independent identity of the indigenous populations; previously, both the left and right maintained a belief in indigenous assimilation into the dominant Spanish culture."
1517,0.5,0.5,0.5625,"However, they also claimed that they were part of a larger group, the working class, whose poverty was a direct result of American imperialism; therefore they should join these new popular leftist movements in order to reorganize society into a worker-friendly one (Jackson 1995: 6-7)."
1518,0.4,0.6,0.44999999999999996,"A truce established between the Liberals and Conservatives failed to meet the demands of the Communists, who in turn sustained guerrilla attacks in response."
1519,0.4,0.5,0.5,"Guerrilla warfare has since become a part of Colombian life; multiple groups maintain an ongoing presence, often stationing themselves in the remote mountainous villages often populated by various indigenous peoples."
1520,0.5,0.4575,0.5,"This process leads to the development of what can be broadly termed culture: a group of people joined by characteristics, traits, and beliefs comes to view themselves as sharing a distinct identity, discernible from that of those “outside” them, those who do not belong."
1521,0.44999999999999996,0.5,0.44999999999999996,"This is similar to the situation of Guatemala: the government felt it needed to battle communism, an “armed and dangerous menace within”, plunging the country into civil warfare in the 1960s and continuing through the 1980s (Warren 1993: 25)."
1522,0.35,0.5,0.55,"This resulted in persecution against the Mayans, who make up about 60% of the overall population. In both counties, guerrillas were often associated with the native peoples; in many cases there were coalitions, but in others the guerrillas merely used the remote, inaccessible villages as hideouts."
1523,0.3325,0.5425,0.5825,"In Guatemala over 450 villages were destroyed, 200,000 Mayans were killed, and over 1 million more were displaced."
1524,0.5,0.5,0.5,The main guerrilla force was demilitarized in 1996 with the establishment of a peace accord (Warren 2002: 157-158).
1525,0.5,0.5,0.55,The growth in popularity and militarism of these popular leftist movements is intertwined with the development of the indigenous revitalization movements.
1526,0.5,0.5,0.5,"By the 1970s the need to assert a cause separate from the general left was seen, and indigenous rights movements formed (Warren 2003: 174, Jackson 2002: 82)."
1527,0.5,0.5,0.44999999999999996,Central to these was the question of indigenous identity:
1528,0.55,0.55,0.55,"Pan-Mayanism in particular has sought to organize itself around the Mayan language; despite local dialectical differences, it is seen as the unifying force behind the diverse Mayan people."
1529,0.5,0.5,0.5,"Most still speak it in various forms, and efforts by Mayan linguists to standardize the language are producing a coherent, modern version of Maya (England 2003: 733, 739)."
1530,0.5,0.35,0.44999999999999996,"Pan-Mayanism has succeeded in part due to its focus on issues of ethnicity; it largely avoids specifically political overtones, instead concentrating on the development of the reemerging Mayan culture (England 2003: 734)."
1531,0.5,0.3325,0.5825,"The popular left, however, continues to see the rhetoric of ethnic rights as a politically viable tool."
1532,0.5,0.4175,0.5425,It therefore often invokes the banner of indigenous rights in its own discourse .
1533,0.55,0.55,0.55,"The Pan-Mayan movement thus benefits from the lasting influence of the popular left on Guatemalan governmental policies without risking drawing the (often negative) attention of the government (England 2003: 735, Warren 2003: 181)."
1534,0.375,0.625,0.625,"A main concern among pan-Mayanists is the reversal of the long-seated inferiority complex of the Mayan people; despite their position as majority within the Guatemalan population, they remain impoverished and marginalized on the fridge of society."
1535,0.5,0.5,0.5,"Naturally this can be signaled by any number of things - clothing, food, lifestyle choices."
1536,0.44999999999999996,0.44999999999999996,0.55,"This results in part from the ingrained influences of Spanish colonialism: Spanish continues to be associated with modernity and social mobility, whereas Maya is seen as backward and inferior."
1537,0.5,0.4175,0.5,"Pan-Mayan leaders therefore seek to develop a return to Maya as it was in its classical renaissance, a language of power and prestige (England 2003: 736)."
1538,0.5,0.5,0.5,By doing so they hope to inculcate among the Mayan peoples a renewed sense of pride which will in turn reverse the dogma of Spanish superiority.
1539,0.5,0.4175,0.5,"Colombia, in contrast, has no unified ""pan-Indian"" sentiments; the indigenous population is a small fraction of the overall population, a fractured entity divided by region and language."
1540,0.5,0.375,0.375,"Several competing and oftentimes conflicting indigenous rights advocacy groups have developed: the ONIC poses itself as the sole pan-Indian group, yet lacks legitimacy in the eyes of many indigenous peoples (Jackson 2002: 83, 85)."
1541,0.5,0.5,0.625,One of the most dominant and easily noted factors is language.
1542,0.5,0.44999999999999996,0.5,"The CRIC, which focuses on language development and renewal, is primarily representative of the Nasa peoples (Jackson 2003: 82)."
1543,0.4175,0.5,0.4175,"It often stands in conflict with the AICO, its Guambiano counterpart (Jackson 2003: 83-84)."
1544,0.5,0.5,0.5,"Whereas the Mayanists benefit from a single main identity, those of Colombia must operate under historical differences between the various ethnic groups (Jackson 2002: 109)."
1545,0.5,0.5,0.5,The Nasa and Guambiano have stood in opposition since pre-colonial times; therefore any coalition between the two advocacy groups is tenuous at best (Rappaport 2005: 2).
1546,0.6,0.5,0.6,"This reflects a desire among the peoples themselves to maintain distinct ethnic identities, both from the Spanish Colombian population and each other."
1547,0.5825,0.5,0.5,"The command of a language, while not affording guaranteed access to the community which speaks it, is often the key to gaining entry."
1548,0.4,0.55,0.55,"In the 1990s the rhetoric of ""cultural diversity"" was picked up the Colombian media, and subsequently entered the consciousness of the greater metropolitan public, thereby cementing its place in Colombian society as necessity and further complicating the role of indigenous movements in gaining rights for indigenous peoples as a whole."
1549,0.5,0.3325,0.5825,"A major success in the Colombian saga is the revamped constitution of 1991, which includes a section on indigenous rights, as the Congress which drafted it included representatives from native groups (Gow and Rappaport 2002: 57)."
1550,0.44999999999999996,0.4,0.55,Central is a return to the old land grant system stemming from the repartimentos of the colonial era along with judicial sovereignty.
1551,0.65,0.6,0.6,"While the repartimento was originally used to repress the indigenous groups, it is now used to support them: resguardos, or communally owned plots of land, are granted to communities."
